,route_or_line,date,gated_entries,temp,precip,preciptype,snow
0,Green Line,2022-01-01,13999.9,46.9,0.047,rain,0.0
1,Green Line,2022-01-02,14620.28,43.0,0.229,rain,0.0
2,Green Line,2022-01-03,20282.91,26.9,0.0,snow,0.1
3,Green Line,2022-01-04,22383.14,24.0,0.0,,0.0
4,Green Line,2022-01-05,22457.6,40.9,0.126,rain,0.0
5,Green Line,2022-01-06,23793.08,37.5,0.0,"rain,snow",0.2
6,Green Line,2022-01-07,16604.94,29.7,0.419,"rain,snow",3.4
7,Green Line,2022-01-08,20817.49,22.4,0.0,,0.0
8,Green Line,2022-01-09,14117.08,35.0,0.012,rain,0.0
9,Green Line,2022-01-10,23635.99,29.5,0.0,,0.0
10,Green Line,2022-01-11,18559.16,12.8,0.0,snow,0.0
11,Green Line,2022-01-12,23209.38,27.8,0.0,,0.0
12,Green Line,2022-01-13,24941.56,36.4,0.0,,0.0
13,Green Line,2022-01-14,26817.98,34.5,0.0,,0.0
14,Green Line,2022-01-15,21818.64,9.8,0.0,,0.0
15,Green Line,2022-01-16,19116.15,16.6,0.0,,0.0
16,Green Line,2022-01-17,20202.16,40.3,0.744,rain,0.0
17,Green Line,2022-01-18,28481.49,28.3,0.0,,0.0
18,Green Line,2022-01-19,28851.35,33.6,0.0,,0.0
19,Green Line,2022-01-20,28266.02,33.9,0.15,rain,0.2
20,Green Line,2022-01-21,28324.83,16.1,0.0,,0.0
21,Green Line,2022-01-22,23853.6,19.0,0.0,,0.0
22,Green Line,2022-01-23,16701.0,27.3,0.0,,0.0
23,Green Line,2022-01-24,24311.61,27.1,0.011,snow,0.0
24,Green Line,2022-01-25,28260.3,33.3,0.061,"rain,snow",0.2
25,Green Line,2022-01-26,26266.0,21.6,0.0,,0.0
26,Green Line,2022-01-27,29537.0,18.0,0.0,,0.0
27,Green Line,2022-01-28,33020.61,30.6,0.0,,0.0
28,Green Line,2022-01-29,5186.21,19.2,0.454,"rain,snow",0.9
29,Green Line,2022-01-30,20014.6,16.6,0.0,snow,0.2
30,Green Line,2022-01-31,31460.87,21.8,0.0,,0.0
31,Green Line,2022-02-01,33086.33,27.4,0.0,,0.0
32,Green Line,2022-02-02,33506.08,35.8,0.0,,0.0
33,Green Line,2022-02-03,32968.25,40.3,0.118,rain,0.0
34,Green Line,2022-02-04,28747.69,30.9,1.696,"rain,snow",0.0
35,Green Line,2022-02-05,32440.73,21.3,0.145,snow,0.0
36,Green Line,2022-02-06,20736.89,19.1,0.0,,0.0
37,Green Line,2022-02-07,31762.82,31.8,0.273,"rain,snow",0.0
38,Green Line,2022-02-08,33486.01,38.1,0.624,rain,0.0
39,Green Line,2022-02-09,34355.56,35.2,0.0,,0.0
40,Green Line,2022-02-10,35892.29,40.1,0.0,,0.0
41,Green Line,2022-02-11,39467.32,41.4,0.0,,0.0
42,Green Line,2022-02-12,38469.63,49.8,0.0,,0.0
43,Green Line,2022-02-13,23095.77,29.8,0.22,"rain,snow",0.4
44,Green Line,2022-02-14,35304.98,19.6,0.023,snow,0.8
45,Green Line,2022-02-15,32441.82,19.1,0.0,,0.0
46,Green Line,2022-02-16,35613.340000000004,31.3,0.0,,0.0
47,Green Line,2022-02-17,36552.55,53.3,0.0,,0.0
48,Green Line,2022-02-18,38251.09,45.4,0.336,rain,0.0
49,Green Line,2022-02-19,32415.08,28.0,0.0,,0.0
50,Green Line,2022-02-20,26186.03,25.0,0.0,,0.0
51,Green Line,2022-02-21,29176.559999999998,40.4,0.0,,0.0
52,Green Line,2022-02-22,32492.52,41.4,0.337,rain,0.0
53,Green Line,2022-02-23,37926.520000000004,54.5,0.02,rain,0.0
54,Green Line,2022-02-24,37299.54,27.0,0.0,,0.0
55,Green Line,2022-02-25,22078.32,26.8,0.633,"rain,snow",0.3
56,Green Line,2022-02-26,35036.52,23.1,0.0,snow,0.1
57,Green Line,2022-02-27,24638.71,30.8,0.0,,0.0
58,Green Line,2022-02-28,32496.850000000002,23.4,0.0,,0.0
59,Green Line,2022-03-01,36054.2,29.1,0.063,rain,0.0
60,Green Line,2022-03-02,35701.92,39.1,0.031,rain,0.0
61,Green Line,2022-03-03,41002.2,33.3,0.162,rain,0.0
62,Green Line,2022-03-04,39822.41,25.6,0.0,,0.0
63,Green Line,2022-03-05,34903.95,33.9,0.0,,0.0
64,Green Line,2022-03-06,24790.01,51.0,0.012,rain,0.0
65,Green Line,2022-03-07,32568.1,55.5,0.229,rain,0.0
66,Green Line,2022-03-08,35582.64,40.9,0.096,rain,0.0
67,Green Line,2022-03-09,34246.48,34.7,0.252,"rain,snow",0.0
68,Green Line,2022-03-10,37961.77,39.3,0.0,,0.0
69,Green Line,2022-03-11,38474.57,41.3,0.0,,0.0
70,Green Line,2022-03-12,27402.52,37.5,0.36,"rain,snow",0.0
71,Green Line,2022-03-13,25305.14,28.5,0.0,,0.0
72,Green Line,2022-03-14,32567.18,40.4,0.0,,0.0
73,Green Line,2022-03-15,36048.23,47.0,0.0,,0.0
74,Green Line,2022-03-16,38063.78,43.1,0.02,rain,0.0
75,Green Line,2022-03-17,38593.97,43.8,0.036,rain,0.0
76,Green Line,2022-03-18,46346.0,55.2,0.0,,0.0
77,Green Line,2022-03-19,36132.62,47.8,0.147,rain,0.0
78,Green Line,2022-03-20,30589.68,52.4,0.065,rain,0.0
79,Green Line,2022-03-21,37845.89,49.7,0.0,,0.0
80,Green Line,2022-03-22,41716.92,43.7,0.0,,0.0
81,Green Line,2022-03-23,41089.14,38.8,0.0,,0.0
82,Green Line,2022-03-24,41019.87,41.0,0.535,rain,0.0
83,Green Line,2022-03-25,45190.19,47.5,0.469,rain,0.0
84,Green Line,2022-03-26,41972.28,48.6,0.321,rain,0.0
85,Green Line,2022-03-27,25584.94,43.3,0.0,,0.0
86,Green Line,2022-03-28,25139.38,28.4,0.011,snow,0.0
87,Green Line,2022-03-29,29487.75,28.8,0.0,,0.0
88,Green Line,2022-03-30,33451.49,38.8,0.0,,0.0
89,Green Line,2022-03-31,33339.92,53.4,0.011,rain,0.0
90,Green Line,2022-04-01,38175.17,54.1,0.543,rain,0.0
91,Green Line,2022-04-02,36981.32,45.4,0.0,,0.0
92,Green Line,2022-04-03,22979.46,42.5,0.0,,0.0
93,Green Line,2022-04-04,31066.829999999998,46.9,0.011,rain,0.0
94,Green Line,2022-04-05,33803.62,49.8,0.0,,0.0
95,Green Line,2022-04-06,34777.48,45.0,0.114,rain,0.0
96,Green Line,2022-04-07,36731.07,44.5,0.0,,0.0
97,Green Line,2022-04-08,37488.63,53.9,0.174,rain,0.0
98,Green Line,2022-04-09,35346.17,49.4,0.113,rain,0.0
99,Green Line,2022-04-10,26340.5,47.5,0.0,,0.0
100,Green Line,2022-04-11,36698.37,50.8,0.0,,0.0
101,Green Line,2022-04-12,40966.65,57.5,0.032,rain,0.0
102,Green Line,2022-04-13,41849.09,59.7,0.0,,0.0
103,Green Line,2022-04-14,43783.26,48.1,0.168,rain,0.0
104,Green Line,2022-04-15,55875.88,56.6,0.061,rain,0.0
105,Green Line,2022-04-16,58309.73,58.2,0.13,rain,0.0
106,Green Line,2022-04-17,45857.28,45.3,0.243,rain,0.0
107,Green Line,2022-04-18,56739.54,45.0,0.0,,0.0
108,Green Line,2022-04-19,49178.06,48.5,0.479,rain,0.0
109,Green Line,2022-04-20,52597.17,48.8,0.0,,0.0
110,Green Line,2022-04-21,49813.01,50.5,0.0,,0.0
111,Green Line,2022-04-22,47452.28,57.0,0.0,,0.0
112,Green Line,2022-04-23,45105.45,51.1,0.0,,0.0
113,Green Line,2022-04-24,26352.23,46.8,0.0,,0.0
114,Green Line,2022-04-25,32513.47,48.7,0.0,,0.0
115,Green Line,2022-04-26,35388.23,49.8,0.116,rain,0.0
116,Green Line,2022-04-27,36375.91,51.9,0.204,rain,0.0
117,Green Line,2022-04-28,38818.7,45.8,0.0,,0.0
118,Green Line,2022-04-29,39300.69,47.4,0.0,,0.0
119,Green Line,2022-04-30,34680.24,47.1,0.0,,0.0
120,Green Line,2022-05-01,27597.13,53.4,0.0,,0.0
121,Green Line,2022-05-02,31371.89,49.8,0.134,rain,0.0
122,Green Line,2022-05-03,41028.53,48.4,0.122,rain,0.0
123,Green Line,2022-05-04,39215.27,49.8,0.091,rain,0.0
124,Green Line,2022-05-05,44849.62,58.2,0.0,,0.0
125,Green Line,2022-05-06,45370.57,55.9,0.0,,0.0
126,Green Line,2022-05-07,38876.98,49.0,0.0,,0.0
127,Green Line,2022-05-08,29004.26,47.9,0.0,,0.0
128,Green Line,2022-05-09,33330.96,49.1,0.0,,0.0
129,Green Line,2022-05-10,36914.88,51.8,0.0,,0.0
130,Green Line,2022-05-11,38193.4,51.2,0.0,,0.0
131,Green Line,2022-05-12,38165.38,54.4,0.0,,0.0
132,Green Line,2022-05-13,40961.95,61.8,0.0,,0.0
133,Green Line,2022-05-14,36951.89,74.1,0.0,,0.0
134,Green Line,2022-05-15,25621.33,69.5,0.011,rain,0.0
135,Green Line,2022-05-16,36766.94,66.3,0.081,rain,0.0
136,Green Line,2022-05-17,38497.02,65.1,0.011,rain,0.0
137,Green Line,2022-05-18,44587.87,61.9,0.0,,0.0
138,Green Line,2022-05-19,44248.14,57.4,0.011,rain,0.0
139,Green Line,2022-05-20,47332.01,57.2,0.0,,0.0
140,Green Line,2022-05-21,46090.41,60.8,0.023,rain,0.0
141,Green Line,2022-05-22,33686.47,69.9,0.089,rain,0.0
142,Green Line,2022-05-23,37566.79,64.5,0.0,,0.0
143,Green Line,2022-05-24,39384.27,56.3,0.0,,0.0
144,Green Line,2022-05-25,39069.74,58.3,0.0,,0.0
145,Green Line,2022-05-26,43457.98,61.2,0.0,,0.0
146,Green Line,2022-05-27,51606.56,69.8,0.0,,0.0
147,Green Line,2022-05-28,45333.2,68.5,0.714,rain,0.0
148,Green Line,2022-05-29,41236.96,66.5,0.0,,0.0
149,Green Line,2022-05-30,31130.6,74.9,0.0,,0.0
150,Green Line,2022-05-31,41777.49,65.4,0.006,rain,0.0
151,Green Line,2022-06-01,42149.65,56.7,0.09,rain,0.0
152,Green Line,2022-06-02,37486.32,57.7,0.097,rain,0.0
153,Green Line,2022-06-03,37996.59,56.6,0.015,rain,0.0
154,Green Line,2022-06-04,37672.45,61.1,0.0,,0.0
155,Green Line,2022-06-05,27999.15,66.2,0.0,,0.0
156,Green Line,2022-06-06,37168.32,67.1,0.0,,0.0
157,Green Line,2022-06-07,47270.03,70.3,0.0,,0.0
158,Green Line,2022-06-08,47896.71,71.6,0.241,rain,0.0
159,Green Line,2022-06-09,41814.06,70.5,0.843,rain,0.0
160,Green Line,2022-06-10,48848.43,69.8,0.0,,0.0
161,Green Line,2022-06-11,37349.48,70.6,0.0,,0.0
162,Green Line,2022-06-12,28699.22,69.1,0.0,,0.0
163,Green Line,2022-06-13,39348.979999999996,73.3,0.094,rain,0.0
164,Green Line,2022-06-14,48279.44,73.0,0.0,,0.0
165,Green Line,2022-06-15,49091.95,65.8,0.0,,0.0
166,Green Line,2022-06-16,53056.79,65.9,0.0,,0.0
167,Green Line,2022-06-17,50056.14,75.4,0.003,rain,0.0
168,Green Line,2022-06-18,47533.97,66.5,0.0,,0.0
169,Green Line,2022-06-19,32929.28,56.2,0.311,rain,0.0
170,Green Line,2022-06-20,41181.27,63.0,0.0,,0.0
171,Green Line,2022-06-21,49725.81,63.1,0.0,,0.0
172,Green Line,2022-06-22,51813.82,61.7,0.0,,0.0
173,Green Line,2022-06-23,44078.39,63.1,0.0,,0.0
174,Green Line,2022-06-24,35029.55,68.0,0.0,,0.0
175,Green Line,2022-06-25,28863.37,75.4,0.0,,0.0
176,Green Line,2022-06-26,25061.48,77.8,0.0,,0.0
177,Green Line,2022-06-27,35357.04,72.0,0.654,rain,0.0
178,Green Line,2022-06-28,44340.87,69.5,0.0,,0.0
179,Green Line,2022-06-29,44556.57,71.7,0.001,rain,0.0
180,Green Line,2022-06-30,44051.94,72.6,0.0,,0.0
181,Green Line,2022-07-01,43460.147,78.7,0.0,,0.0
182,Green Line,2022-07-02,36204.777,77.1,0.193,rain,0.0
183,Green Line,2022-07-03,32005.09,77.4,0.0,,0.0
184,Green Line,2022-07-04,35849.239,76.2,0.0,,0.0
185,Green Line,2022-07-05,46255.743,71.8,0.034,rain,0.0
186,Green Line,2022-07-06,51913.037,75.1,0.025,rain,0.0
187,Green Line,2022-07-07,53062.496,71.0,0.0,,0.0
188,Green Line,2022-07-08,54267.757,74.2,0.0,,0.0
189,Green Line,2022-07-09,47074.447,71.2,0.0,,0.0
190,Green Line,2022-07-10,43776.014,69.3,0.0,,0.0
191,Green Line,2022-07-11,43348.905,74.0,0.0,,0.0
192,Green Line,2022-07-12,50364.001,77.0,0.001,rain,0.0
193,Green Line,2022-07-13,50192.359,75.8,0.012,rain,0.0
194,Green Line,2022-07-14,49012.686,72.1,0.165,rain,0.0
195,Green Line,2022-07-15,52387.441,73.3,0.0,,0.0
196,Green Line,2022-07-16,42234.657,75.4,0.0,,0.0
197,Green Line,2022-07-17,31367.32,76.9,0.0,,0.0
198,Green Line,2022-07-18,42318.088,75.2,0.149,rain,0.0
199,Green Line,2022-07-19,48073.248999999996,82.5,0.023,rain,0.0
200,Green Line,2022-07-20,50820.497,83.8,0.0,,0.0
201,Green Line,2022-07-21,48165.882,82.5,0.0,,0.0
202,Green Line,2022-07-22,56854.441,84.6,0.0,,0.0
203,Green Line,2022-07-23,44954.502,84.1,0.0,,0.0
204,Green Line,2022-07-24,34211.797,86.9,0.0,,0.0
205,Green Line,2022-07-25,44813.225,84.0,0.0,,0.0
206,Green Line,2022-07-26,54205.696,76.8,0.0,,0.0
207,Green Line,2022-07-27,54354.229,72.6,0.0,,0.0
208,Green Line,2022-07-28,53398.287,77.3,0.043,rain,0.0
209,Green Line,2022-07-29,54235.33,82.5,0.0,,0.0
210,Green Line,2022-07-30,45870.476,80.6,0.0,,0.0
211,Green Line,2022-07-31,37384.755,77.0,0.0,,0.0
212,Green Line,2022-08-01,40586.966,75.9,0.012,rain,0.0
213,Green Line,2022-08-02,45541.197,79.6,0.0,,0.0
214,Green Line,2022-08-03,45303.029,76.2,0.0,,0.0
215,Green Line,2022-08-04,44667.991,83.0,0.0,,0.0
216,Green Line,2022-08-05,44683.617,80.7,0.064,rain,0.0
217,Green Line,2022-08-06,39036.75,83.1,0.004,rain,0.0
218,Green Line,2022-08-07,27394.404,85.2,0.037,rain,0.0
219,Green Line,2022-08-08,36517.368,86.0,0.0,,0.0
220,Green Line,2022-08-09,47796.004,83.1,0.159,rain,0.0
221,Green Line,2022-08-10,50938.412,68.0,0.0,,0.0
222,Green Line,2022-08-11,49220.718,70.6,0.0,,0.0
223,Green Line,2022-08-12,45408.218,72.4,0.0,,0.0
224,Green Line,2022-08-13,44682.057,67.6,0.0,,0.0
225,Green Line,2022-08-14,35252.284,71.2,0.0,,0.0
226,Green Line,2022-08-15,36569.17,70.1,0.0,,0.0
227,Green Line,2022-08-16,40461.76,70.5,0.0,,0.0
228,Green Line,2022-08-17,40067.388,70.5,0.012,rain,0.0
229,Green Line,2022-08-18,45214.132,74.1,0.0,,0.0
230,Green Line,2022-08-19,44843.595,80.7,0.0,,0.0
231,Green Line,2022-08-20,46885.681000000004,78.5,0.0,,0.0
232,Green Line,2022-08-21,35683.304000000004,77.4,0.0,,0.0
233,Green Line,2022-08-22,31441.64,69.5,0.441,rain,0.0
234,Green Line,2022-08-23,48070.2,70.1,0.028,rain,0.0
235,Green Line,2022-08-24,50861.827,72.6,0.0,,0.0
236,Green Line,2022-08-25,45251.767,77.2,0.0,,0.0
237,Green Line,2022-08-26,39277.72,76.4,0.405,rain,0.0
238,Green Line,2022-08-27,43512.62,71.4,0.0,,0.0
239,Green Line,2022-08-28,33533.98,70.9,0.0,,0.0
240,Green Line,2022-08-29,38382.38,75.8,0.0,,0.0
241,Green Line,2022-08-30,41294.4,79.6,0.0,,0.0
242,Green Line,2022-08-31,43062.74,77.0,0.329,rain,0.0
243,Green Line,2022-09-01,54235.84,72.8,0.0,,0.0
244,Green Line,2022-09-02,54160.9,63.7,0.0,,0.0
245,Green Line,2022-09-03,50494.18,66.9,0.0,,0.0
246,Green Line,2022-09-04,44723.0,72.7,0.0,,0.0
247,Green Line,2022-09-05,29748.627,68.5,0.387,rain,0.0
248,Green Line,2022-09-06,50197.04,63.9,0.654,rain,0.0
249,Green Line,2022-09-07,54298.58,65.4,0.0,,0.0
250,Green Line,2022-09-08,61695.967000000004,64.6,0.0,,0.0
251,Green Line,2022-09-09,52489.48,66.3,0.0,,0.0
252,Green Line,2022-09-10,51214.06,72.3,0.0,,0.0
253,Green Line,2022-09-11,27444.64,73.6,0.0,,0.0
254,Green Line,2022-09-12,47432.54,70.3,0.0,,0.0
255,Green Line,2022-09-13,52743.54,69.8,0.153,rain,0.0
256,Green Line,2022-09-14,59935.5,71.6,0.0,,0.0
257,Green Line,2022-09-15,54324.2,65.5,0.0,,0.0
258,Green Line,2022-09-16,59289.68,62.9,0.0,,0.0
259,Green Line,2022-09-17,54624.44,60.3,0.0,,0.0
260,Green Line,2022-09-18,40345.42,72.0,0.0,,0.0
261,Green Line,2022-09-19,43418.802,63.7,0.385,rain,0.0
262,Green Line,2022-09-20,49430.320999999996,60.4,0.011,rain,0.0
263,Green Line,2022-09-21,51049.841,62.1,0.001,rain,0.0
264,Green Line,2022-09-22,47236.086,64.3,0.743,rain,0.0
265,Green Line,2022-09-23,54724.603,54.4,0.0,,0.0
266,Green Line,2022-09-24,49962.409999999996,57.8,0.0,,0.0
267,Green Line,2022-09-25,34569.899,61.1,0.0,,0.0
268,Green Line,2022-09-26,47682.703,65.5,0.269,rain,0.0
269,Green Line,2022-09-27,53532.603,65.3,0.0,,0.0
270,Green Line,2022-09-28,54787.863,62.9,0.0,,0.0
271,Green Line,2022-09-29,54776.567,58.0,0.0,,0.0
272,Green Line,2022-09-30,54452.205,53.8,0.0,,0.0
273,Green Line,2022-10-01,44046.417,55.0,0.024,rain,0.0
274,Green Line,2022-10-02,34469.314,55.0,0.0,,0.0
275,Green Line,2022-10-03,48608.277,53.4,0.0,,0.0
276,Green Line,2022-10-04,54100.604999999996,55.1,0.247,rain,0.0
277,Green Line,2022-10-05,51934.689,56.4,0.65,rain,0.0
278,Green Line,2022-10-06,52881.551999999996,62.3,0.118,rain,0.0
279,Green Line,2022-10-07,53220.436,66.0,0.0,,0.0
280,Green Line,2022-10-08,52679.756,54.6,0.012,rain,0.0
281,Green Line,2022-10-09,39070.070999999996,53.0,0.0,,0.0
282,Green Line,2022-10-10,39341.817,55.5,0.031,rain,0.0
283,Green Line,2022-10-11,50108.398,56.6,0.0,,0.0
284,Green Line,2022-10-12,52444.71,61.7,0.0,,0.0
285,Green Line,2022-10-13,53018.021,61.7,0.892,rain,0.0
286,Green Line,2022-10-14,52338.481,63.8,1.313,rain,0.0
287,Green Line,2022-10-15,54231.45,59.9,0.0,,0.0
288,Green Line,2022-10-16,35753.245,57.8,0.0,,0.0
289,Green Line,2022-10-17,43654.831,55.7,0.253,rain,0.0
290,Green Line,2022-10-18,48848.108,61.0,0.189,rain,0.0
291,Green Line,2022-10-19,49570.336,50.7,0.0,,0.0
292,Green Line,2022-10-20,53950.151,49.9,0.0,,0.0
293,Green Line,2022-10-21,55852.427,53.1,0.0,,0.0
294,Green Line,2022-10-22,55535.546,56.7,0.0,,0.0
295,Green Line,2022-10-23,33649.334,54.2,0.078,rain,0.0
296,Green Line,2022-10-24,44791.874,56.1,0.101,rain,0.0
297,Green Line,2022-10-25,51051.291,59.1,0.056,rain,0.0
298,Green Line,2022-10-26,48851.376,60.5,0.355,rain,0.0
299,Green Line,2022-10-27,54862.573000000004,61.4,0.0,,0.0
300,Green Line,2022-10-28,56583.16,46.8,0.0,,0.0
301,Green Line,2022-10-29,54123.124,47.8,0.0,,0.0
302,Green Line,2022-10-30,35846.138,50.2,0.0,,0.0
303,Green Line,2022-10-31,45027.728,56.4,0.0,,0.0
304,Green Line,2022-11-01,47170.494,60.9,0.04,rain,0.0
305,Green Line,2022-11-02,49234.631,59.0,0.0,,0.0
306,Green Line,2022-11-03,50522.568,54.0,0.0,,0.0
307,Green Line,2022-11-04,55656.762,59.9,0.0,,0.0
308,Green Line,2022-11-05,50001.909,65.6,0.0,,0.0
309,Green Line,2022-11-06,37566.078,69.6,0.0,,0.0
310,Green Line,2022-11-07,45159.412,67.9,0.001,rain,0.0
311,Green Line,2022-11-08,51709.584,49.4,0.0,,0.0
312,Green Line,2022-11-09,52536.43,43.0,0.0,,0.0
313,Green Line,2022-11-10,54114.866,55.6,0.0,,0.0
314,Green Line,2022-11-11,51434.599,62.6,0.324,rain,0.0
315,Green Line,2022-11-12,51667.001000000004,67.5,0.136,rain,0.0
316,Green Line,2022-11-13,34094.466,50.9,0.114,rain,0.0
317,Green Line,2022-11-14,45404.826,39.9,0.0,,0.0
318,Green Line,2022-11-15,46004.237,38.0,0.001,rain,0.0
319,Green Line,2022-11-16,47287.037,46.6,0.765,rain,0.0
320,Green Line,2022-11-17,52698.49,41.0,0.0,,0.0
321,Green Line,2022-11-18,53117.413,38.5,0.0,,0.0
322,Green Line,2022-11-19,49822.622,36.9,0.0,,0.0
323,Green Line,2022-11-20,32089.757,33.7,0.0,,0.0
324,Green Line,2022-11-21,42576.981,32.7,0.0,,0.0
325,Green Line,2022-11-22,44905.96,41.4,0.0,,0.0
326,Green Line,2022-11-23,40575.255,44.0,0.0,,0.0
327,Green Line,2022-11-24,13155.617,39.1,0.0,,0.0
328,Green Line,2022-11-25,37970.583,47.0,0.012,rain,0.0
329,Green Line,2022-11-26,36972.454,45.6,0.0,,0.0
330,Green Line,2022-11-27,27002.091,49.3,0.563,rain,0.0
331,Green Line,2022-11-28,43583.694,49.8,0.077,rain,0.0
332,Green Line,2022-11-29,48693.863,38.5,0.0,,0.0
333,Green Line,2022-11-30,50221.587,49.0,0.668,rain,0.0
334,Green Line,2022-12-01,48873.915,39.9,0.0,,0.0
335,Green Line,2022-12-02,52538.587,39.3,0.0,,0.0
336,Green Line,2022-12-03,41375.901,50.3,0.163,rain,0.0
337,Green Line,2022-12-04,32808.179000000004,39.7,0.0,,0.0
338,Green Line,2022-12-05,41266.455,39.3,0.0,,0.0
339,Green Line,2022-12-06,44883.869,47.5,0.093,rain,0.0
340,Green Line,2022-12-07,45032.58,53.5,0.838,rain,0.0
341,Green Line,2022-12-08,49633.013,48.6,0.0,,0.0
342,Green Line,2022-12-09,46835.005,39.0,0.0,,0.0
343,Green Line,2022-12-10,45670.419,32.7,0.0,,0.0
344,Green Line,2022-12-11,32791.304,28.6,0.038,snow,0.0
345,Green Line,2022-12-12,51197.092,28.4,0.0,snow,0.2
346,Green Line,2022-12-13,56500.939,33.3,0.0,,0.0
347,Green Line,2022-12-14,53919.127,31.2,0.0,,0.0
348,Green Line,2022-12-15,55351.731,39.3,0.02,rain,0.0
349,Green Line,2022-12-16,44547.703,43.3,1.146,rain,0.0
350,Green Line,2022-12-17,48278.039,39.0,0.178,"rain,snow",0.0
351,Green Line,2022-12-18,35701.88,36.4,0.0,,0.0
352,Green Line,2022-12-19,42853.932,35.2,0.0,,0.0
353,Green Line,2022-12-20,45982.582,34.0,0.0,,0.0
354,Green Line,2022-12-21,44313.057,32.3,0.0,,0.0
355,Green Line,2022-12-22,39097.872,37.5,0.109,rain,0.0
356,Green Line,2022-12-23,25965.442,45.9,0.737,rain,0.0
357,Green Line,2022-12-24,16883.569,15.4,0.0,,0.0
358,Green Line,2022-12-25,9865.37,20.1,0.0,,0.0
359,Green Line,2022-12-26,23298.011,27.2,0.0,,0.0
360,Green Line,2022-12-27,34827.367,30.7,0.0,,0.0
361,Green Line,2022-12-28,36732.059,34.2,0.0,,0.0
362,Green Line,2022-12-29,40764.081,41.4,0.0,,0.0
363,Green Line,2022-12-30,43758.753000000004,49.7,0.0,,0.0
364,Green Line,2022-12-31,35811.34,50.0,0.306,rain,0.0
365,Green Line,2023-01-01,22745.689,50.8,0.103,rain,0.0
366,Green Line,2023-01-02,33941.002,43.4,0.0,,0.0
367,Green Line,2023-01-03,37541.853,40.0,0.48,rain,0.0
368,Green Line,2023-01-04,42873.251,42.0,0.282,rain,0.0
369,Green Line,2023-01-05,44336.935,40.8,0.152,rain,0.0
370,Green Line,2023-01-06,39676.568,34.5,0.195,"rain,snow",0.0
371,Green Line,2023-01-07,42019.47,37.7,0.0,,0.0
372,Green Line,2023-01-08,24479.579999999998,30.4,0.0,,0.0
373,Green Line,2023-01-09,41810.437,35.4,0.0,,0.0
374,Green Line,2023-01-10,45145.662,36.0,0.0,,0.0
375,Green Line,2023-01-11,47517.568,29.1,0.0,,0.0
376,Green Line,2023-01-12,48022.003000000004,36.9,0.168,"rain,snow",0.0
377,Green Line,2023-01-13,44232.077,52.7,0.482,rain,0.0
378,Green Line,2023-01-14,44878.803,34.4,0.064,"rain,snow",0.0
379,Green Line,2023-01-15,32064.354,32.8,0.023,"rain,snow",1.4
380,Green Line,2023-01-16,32223.974000000002,31.9,0.104,"rain,snow",0.9
381,Green Line,2023-01-17,48613.077,40.0,0.012,rain,0.0
382,Green Line,2023-01-18,50087.979,45.3,0.031,rain,0.0
383,Green Line,2023-01-19,53279.386,38.4,0.412,rain,0.0
384,Green Line,2023-01-20,47238.144,34.1,0.661,"rain,snow",0.9
385,Green Line,2023-01-21,46277.894,30.7,0.0,"rain,snow",0.2
386,Green Line,2023-01-22,31959.321,32.2,0.207,"rain,snow",0.0
